aminerKey,dblpKey,title
1305611,3131074,Sketching Techniques for Collaborative Filtering.
2075507,3131075,Behaviour Recognition in Smart Homes.
1594692,1434023,Distributed data management in 2020?
1594661,1434027,Social networking on top of the WebdamExchange system.
397420,1434026,HD-Eye - Visual Clustering of High dimensional Data.
1594626,1434025,Subscriber assignment for wide-area content-based publish/subscribe.
462062,1434024,"Representative Objects: Concise Representations of Semistructured, Hierarchial Data."
883904,2891226,Vessel Crawlers: 3D Physically-based Deformable Organisms for Vasculature Segmentation and Analysis.
592376,2891225,Making Good Features Track Better.
1279490,3134641,Deploying Information Agents on the Web.
280498,2518227,The Impact of Changing Populations on Classifier Performance.
1279734,3135512,A Correspondence Theory for Terminological Logics: Preliminary Report.
1502417,2894549,The Method of Vector Fields for Catadioptric Sensor Design with Applications to Panoramic Imaging.
310561,2518224,Feature selection in unsupervised learning via evolutionary search.
214702,2911182,Object-Oriented and Database Concepts for the Design of Networked Information Retrieval Systems.
783550,2909919,The robustness of content-based search in hierarchical peer to peer networks.
1130901,2909917,SoRec: social recommendation using probabilistic matrix factorization.
1918356,2909914,Multi-scale link prediction.
1919833,2909912,Sketch-based indexing of n-words.
1482279,2909911,Predicting short-term interests using activity-based search context.
240163,2909910,Global Nested Transaction Management for ODMG-Compliant Multi-Database Systems.
1275234,3137314,Visual Routines and Visual Search: A Real-Time Implementation and an Automata-Theoretic Analysis.
1252972,1991450,Self-training Strategies for Handwriting Word Recognition.
1273407,3133675,Constraint Posting for Verifying VLSI Circuits.
660000,1433738,Exploiting Local Similarity for Indexing Paths in Graph-Structured Data.
1206883,1433739,FF-Anonymity: When Quasi-identifiers Are Missing.
1274673,3136898,Empirical and Model-based Reasoning in Expert Systems.
463569,1433731,"An Object-Oriented View Onto Public, Heterogeneous Text Databases."
1190242,2154453,Ranking user-created contents by search user's inclination in online communities.
1272990,3136890,A Deductive Model of Belief.
1305298,3136892,Methodology for Designing Reasonably Expressive Mechanisms with Application to Ad Auctions.
664371,2889630,Semi-Dense Stereo Correspondence with Dense Features.
1884049,2889633,Non-negative low rank and sparse graph for semi-supervised learning.
733364,2889632,Boosting Image Retrieval.
884047,2889637,A Detection Technique for Degraded Face Images.
1108882,1700876,Effective Pruning Techniques for Mining Quasi-Cliques.
477813,1700874,Peculiarity Oriented Multi-database Mining.
477817,1700875,Circle Graphs: New Visualization Tools for Text-Mining.
1925446,1700873,Supervised Learning of Semantic Relatedness.
1673610,1700870,An Auto-stopped Hierarchical Clustering Algorithm for Analyzing 3D Model Database.
907596,2911152,Measuring the meaning in time series clustering of text search queries.
730025,2911153,Statistical transliteration for english-arabic cross language information retrieval.
316520,2909864,Automatically Summarising Web Sites - Is There A Way Around It?
1292681,2911151,Constrained multi-aspect expertise matching for committee review assignment.
907509,2911156,Knowing a web page by the company it keeps.
413618,2911157,COOLCAT: an entropy-based algorithm for categorical clustering.
1919853,2911154,Differences in effectiveness across sub-collections.
812481,2891913,Full Body Tracking from Multiple Views Using Stochastic Sampling.
2033183,3133910,Hierarchical Object Discovery and Dense Modelling From Motion Cues in RGB-D Video.
1273723,3133915,Reasoning Symbolically About Partially Matched Cases.
1617031,1991586,"Application of a Unified Medical Data Miner (UMDM) for Prediction, Classification, Interpretation and Visualization on Medical Datasets: The Diabetes Dataset Case."
1617037,1991587,Exploratory Hierarchical Clustering for Management Zone Delineation in Precision Agriculture.
1992218,2155270,Large-scale social recommender systems: challenges and opportunities.
2025158,1991583,Application of Data Mining Techniques on EMG Registers of Hemiplegic Patients.
1489121,1991580,Describing Data with the Support Vector Shell in Distributed Environments.
1289413,3136270,Reconstructing an Agent's Epistemic State from Observations.
2032988,3136273,Granular Description of Qualitative Change.
1275401,3136275,Exploiting 2D Topology in Labeling Polyhedral Images.
495934,3136278,Using Walk-SAT and Rel-Sat for Cryptographic Key Search.
464017,1432469,Performance Comparison of Resilent Concurrency Control Algorithms for Distributed Databases.
1400027,2152202,"Alhambra: a system for creating, enforcing, and testing browser security policies."
1400122,2152201,A quality-aware model for sales prediction using reviews.
1992005,2152207,Content extraction using diverse feature sets.
1400103,2152206,Learning based access control in online social networks.
1991977,2152205,CSS browser selector plus: a JavaScript library to support cross-browser responsive design.
1854365,2893422,Affine-invariant B-spline moments for curve matching.
2055370,2152209,Time-aware topic-based contextualization.
1747064,2152208,APOLLO: a general framework for populating ontology with named entities via random walks on graphs.
1206855,1432465,KSpot: Effectively Monitoring the K Most Important Events in a Wireless Sensor Network.
463885,1432464,Bottom-Up Evaluation of Logic Programs Using Binary Decision Diagrams.
2010444,1432466,Publicly verifiable grouped aggregation queries on outsourced data streams.
342727,2908660,Question Answering in TREC.
1019191,2908661,An efficient algorithm for approximate biased quantile computation in data streams.
838424,2908666,DSAC: integrity for outsourced databases with signature aggregation and chaining.
316522,2908667,Learning a Monolingual Language Model from a Multilingual Text Database.
1642219,2908664,Towards expert finding by leveraging relevant categories in authority ranking.
1130926,2908665,A densitometric approach to web page segmentation.
2064031,2154335,7 billion home telescopes: observing social machines through personal data stores.
769359,2154334,Model based engineering of learning situations for adaptive web based educational systems.
1400171,2154337,"'Follow me': a web-based, location-sharing architecture for large, indoor environments."
1747054,2154336,Secure querying of recursive XML views: a standard xpath-based technique.
1992012,2154331,Extracting implicit features in online customer reviews for opinion mining.
330694,2154330,A metro map metaphor for guided tours on the Web: the Webvise guided tour system.
1560181,2154333,Anytime algorithm for QoS web service composition.
869503,2154332,Semantic analytics on social networks: experiences in addressing the problem of conflict of interest detection.
1918376,2910209,Fast and reliable anomaly detection in categorical data.
342683,2910201,How Foreign Function Integration Conquers Heterogeneous Query Processing.
1292500,2910200,Message family propagation for ising mean field based on iteration tree.
1919781,2910203,What is happening right now ... that interests me?: online topic discovery and recommendation in twitter.
1130825,2910205,Modeling and exploiting query interactions in database systems.
316498,2910204,A Framework for Modeling Buffer Replacement Strategies.
287214,2910207,Yahoo! As an Ontology: Using Yahoo! Categories to Describe Documents.
1131043,2910206,Categorizing blogger's interests based on short snippets of blog posts.
240223,2909863,Incorporating Association Pattern and Operation Specification in ODMG's OQL.
1502493,2894577,Shaping Receptive Fields for Affine Invariance.
478622,1701059,Optimized Substructure Discovery for Semi-structured Data.
1925616,1701058,Generic Pattern Trees for Exhaustive Exceptional Model Mining.
1925450,1701057,BDUOL: Double Updating Online Learning on a Fixed Budget.
1925447,1701056,Unsupervised Bayesian Part of Speech Inference with Particle Gibbs.
477970,1701054,Regression by Feature Projections.
1617264,1701053,Privacy Preserving Semi-supervised Learning for Labeled Graphs.
1108862,1701052,A Case Study in Sequential Pattern Mining for IT-Operational Risk.
799763,1701051,A Spectroscopy of Texts for Effective Clustering.
799778,1701050,A New Scheme on Privacy Preserving Association Rule Mining.
2032924,3133002,Improved Bin Completion for Optimal Bin Packing and Number Partitioning.
1274064,3133004,Search for a Solution: A Case Study.
1273459,3133006,On the Relation Between Truth Maintenance and Autoepistemic Logic.
1274920,3133008,QuantMiner: A Genetic Algorithm for Mining Quantitative Association Rules.
1560301,2156185,Summarization of archived and shared personal photo collections.
2055448,2156186,Monitoring web browsing behavior with differential privacy.
1536517,1852889,Efficient indexing of repeated n-grams.
1536528,1852888,Mining named entities with temporally correlated bursts from multilingual web news streams.
1746982,2156182,Baya: assisted mashup development as a service.
1536533,1852885,Recommender systems with social regularization.
1536529,1852884,Dynamic ranked retrieval.
1693932,1852887,How user behavior is related to social affinity.
1130882,2909593,High-dimensional descriptor indexing for large multimedia databases.
1948126,1852881,Cascade-based community detection.
1166469,1852882,Challenges in building large-scale information retrieval systems: invited talk.
287253,2909131,A General Language Model for Information Retrieval.
1131018,2909130,Protecting location privacy against location-dependent attack in mobile services.
