aminerKey,title
2550328,NTCIR Lifelog: The First Test Collection for Lifelog Research.
2550322,Recipient recommendation in enterprises using communication graphs and email content.
2550323,Overview of the First Text REtrieval Conference.
1434601,Progressive clustering of networks using Structure-Connected Order of Traversal.
1434600,Strongly consistent replication for a bargain.
1434607,Geometry approach for k-regret query.
3131293,Mission Oriented Robust Multi-Team Formation and Its Application to Robot Rescue Simulation.
2887979,DeepEdge: A multi-scale bifurcated deep network for top-down contour detection.
2551981,A Translating Computer Interface for a Network of Heterogeneous Interactive Retrieval Systems.
2551983,Music Retrieval and Recommendation: A Tutorial Overview.
2551986,The Best Published Result is Random: Sequential Testing and its Effect on Reported Effectiveness.
2894369,Towards Detection of Human Motion.
2890869,Data driven mean-shift belief propagation for non-gaussian MRFs.
2894361,Multi-cue onboard pedestrian detection.
2894362,Computing differential properties of 3-D shapes from stereoscopic images without 3-D models.
2890867,Illumination and spatially varying specular reflectance from a single view.
2890865,The coupling of rotation and translation in motion estimation of planar surfaces.
2550584,Scientific Information Understanding via Open Educational Resources (OER).
2550582,An event extraction model based on timeline and user analysis in Latent Dirichlet allocation.
2550583,Learning Context-aware Latent Representations for Context-aware Collaborative Filtering.
2550581,Personalizing Search on Shared Devices.
2146440,"ConTaCT: Deciding to Communicate during Time-Critical Collaborative Tasks in Unknown, Deterministic Domains."
2146441,Fast Asynchronous Parallel Stochastic Gradient Descent: A Lock-Free Approach with Convergence Guarantee.
2896812,Robust guidewire tracking in fluoroscopy.
2140190,GEF: A Self-Programming Robot Using Grammatical Evolution.
2140191,Commonsense Knowledge Mining from the Web.
2140192,Dynamic Resource Allocation in Conservation Planning.
2140193,Integrating Reinforcement Learning into a Programming Language.
2895098,Progressive Learning for Interactive Surveillance Scenes Retrieval.
2895099,Finding meaning on YouTube: Tag recommendation and category discovery.
2895091,Conformal transplantation of lightness to varying resolution sensors.
1701851,"Ridge Regression, Hubness, and Zero-Shot Learning."
1701850,Leveraging Spatial Abstraction in Traffic Analysis and Forecasting with Visual Analytics.
2895542,Shape of Gaussians as feature descriptors.
1722446,Efficient algorithms for optimal location queries in road networks.
2895544,A discontinuity detector based on the pervasive noise in surface property data.
2895548,Exploiting uncertainty in regression forests for accurate camera relocalization.
2895549,Picking the best DAISY.
1432053,Categorization and Optimization of Synchronization Dependencies in Business Processes.
2242265,Sketch-Based Multi-query Processing over Data Streams.
2242269,Overcoming Semantic Drift in Information Extraction.
2242268,Privacy Preserving Estimation of Social Influence.
2071640,Ups and Downs in Buzzes: Life Cycle Modeling for Temporal Pattern Discovery.
3135998,On Ranking and Choice Models.
2193313,Traversing Itemset Lattice with Statistical Metric Pruning.
2888725,Sense discovery via co-clustering on images and text.
3080609,Cross-Language Information Retrieval Using EuroWordNet and Word Sense Disambiguation.
2519923,Approaches to Online Learning and Concept Drift for User Identification in Computer Security.
2519922,Edge-Weighted Personalized PageRank: Breaking A Decade-Old Performance Barrier.
2519920,FINAL: Fast Attributed Network Alignment.
2519927,Bayesian Poisson Tensor Factorization for Inferring Multilateral Relations from Sparse Dyadic Event Counts.
2519926,Set Cover at Web Scale.
2519929,A Dataset Decomposition Approach to Data Mining and Machine Discovery.
2890090,Pyramid Match Hashing: Sub-Linear Time Indexing Over Partial Correspondences.
2892013,Shape reconstruction from photometric stereo.
2892012,3D face tracking and expression inference from a 2D sequence using manifold learning.
2892015,Binocular motion stereo using MAP estimation.
2892018,Learning Receptive Fields for Pooling from Tensors of Feature Response.
2911556,Large-Scale Analysis of Viewing Behavior: Towards Measuring Satisfaction with Mobile Proactive Systems.
2911554,Efficient Sparse Matrix Multiplication on GPU for Large Social Network Analysis.
2911553,When is the Time Ripe for Natural Language Processing for Patent Passage Retrieval?
2891329,Unsupervised Maximum Margin Feature Selection with manifold regularization.
2911558,Collective Classification via Discriminative Matrix Factorization on Sparsely Labeled Networks.
2908082,Where You Go Reveals Who You Know: Analyzing Social Ties from Millions of Footprints.
2908083,FacetGist: Collective Extraction of Document Facets in Large Technical Corpora.
2908081,"Fast, Accurate, and Space-efficient Tracking of Time-weighted Frequent Items from Data Streams."
1431178,Visual Querying and Exploration of Large Answers in XML Databases with X2.
1431179,Interactive physical design tuning.
3081069,A Study of User Interaction with a Concept-Based Interactive Query Expansion Support Tool.
3081068,Improving Retrieval Effectiveness by Reranking Documents Based on Controlled Vocabulary.
3081066,A Bidimensional View of Documents for Text Categorisation.
1431176,Robust Heuristics for Scalable Optimization of Complex SQL Queries.
3081060,"Multi-label, Multi-class Classification Using Polylingual Embeddings."
2910012,Efficient Computation of Trips with Friends and Families.
2276058,"Explicit Local Models: Towards ""Optimal"" Optimization Algorithms."
2911889,A Preference Approach to Reputation in Sponsored Search.
2519210,A Linear Method for Deviation Detection in Large Databases.
2519215,Mining topics in documents: standing on the shoulders of big data.
2519214,Exploiting geographic dependencies for real estate appraisal: a mutual perspective of ranking and clustering.
2519217,Knowledge Discovery in Telecommunication Services Data Using Bayesian Network Models.
2519216,COSNET: Connecting Heterogeneous Social Networks with Local and Global Consistency.
2073378,Logdet Divergence Based Sparse Non-Negative Matrix Factorization for Stable Representation.
2145245,Emoticon Smoothed Language Models for Twitter Sentiment Analysis.
2242322,Efficient Implementation of Joins over Cassandra DBs.
2910685,Aroma: A New Data Protection Method with Differential Privacy and Accurate Query Answering.
3137455,Strategic Network Formation through an Intermediary.
1435219,Fuzzy trajectory linking.
2867034,Dimensionality Reduction with Dimension Selection.
2890414,Incremental Face Alignment in the Wild.
2890419,Extended Performance Graphs for Cluster Retrieval.
2897431,Relative Parts: Distinctive Parts for Learning Relative Attributes.
2893856,Accurate multi-view reconstruction using robust binocular stereo and surface meshing.
2152848,An Optimization Framework for Weighting Implicit Relevance Labels for Personalized Web Search.
2893854,Stereopsis for verging systems.
3080853,A Two-level Approach for Subtitle Alignment.
3080854,Document Boltzmann Machines for Information Retrieval.
2867032,Logistic Regression and Boosting for Labeled Bags of Instances.
3137210,Employing External Rich Knowledge for Machine Comprehension.
3135763,Security Games with Information Leakage: Modeling and Computation.
1700270,Two-Eyed Algorithms and Problems.
1700271,Social Data Mining and Seasonal Influenza Forecasts: The FluOutlook Platform.
1700272,Pure Exploration for Max-Quantile Bandits.
1700275,A Time and Space Efficient Algorithm for Contextual Linear Bandits.
3135760,Reinforcement Learning from Demonstration through Shaping.
2866936,Query-Focused Multi-document Summarization Based on Concept Importance.
3137212,Deep Convolutional Neural Networks on Multichannel Time Series for Human Activity Recognition.
3135761,Class-Wise Supervised Hashing with Label Embedding and Active Bits.
3134106,Diagnosis of Technical Systems.
1700494,Generalization in Unsupervised Learning.
1700495,"OMEGA: An Order-Preserving SubMatrix Mining, Indexing and Search Tool."
1700496,Cautious Ordinal Classification by Binary Decomposition.
1700497,Sub-sampling for Multi-armed Bandits.
1700492,Discovering Nested Communities.
1700493,Fast Inbound Top-K Query for Random Walk with Restart.
2895933,Teleological computer graphics modeling.
3137697,Budgeted Social Choice: From Consensus to Personalized Decision Making.
2153074,An Integrated Approach to Static Safety of Web Applications.
1432884,Minfer: A method of inferring motif statistics from sampled edges.
3137218,Diverse Image Captioning via GroupTalk.
2142837,Compilation Based Approaches to Probabilistic Planning - Thesis Summary.
2896070,Learning Visual Similarity Measures for Comparing Never Seen Objects.
1721446,Differential Files: Their Application to the Maintenance of Large Data Bases (Abstract).
1721443,Explore-by-example: an automatic query steering framework for interactive data exploration.
3135764,Automatic Verification of Partial Correctness of Golog Programs.
1721878,Exploring Visualization of Data Transforms.
1722577,DUALSIM: Parallel Subgraph Enumeration in a Massive Graph on a Single Machine.
2145933,Minimizing User Involvement for Accurate Ontology Matching Problems.
2153920,Got Many Labels?: Deriving Topic Labels from Multiple Sources for Social Media Posts using Crowdsourcing and Ensemble Learning.
2551200,Multi-Rate Deep Learning for Temporal Recommendation.
2551204,Document Comprehensiveness and User Preferences in Novelty Search Tasks.
2910992,Relational Database Schema Design for Uncertain Data.
2895400,Pairwise geometric matching for large-scale object retrieval.
2153438,Visualisation and Analysis of Students' Interaction Data in Exploratory earning Environments.
2144208,"Matching 100, 000 Learned Rules."
2155180,Using Hierarchical Skills for Optimized Task Assignment in Knowledge-Intensive Crowdsourcing.
2155184,Reconnecting Digital Publications to the Web using their Spatial Information.
2155186,QUOTUS: The Structure of Political Media Coverage as Revealed by Quoting Patterns.
2155188,Topic-aware Source Locating in Social Networks.
2144203,Efficient Subspace Segmentation via Quadratic Programming.
2144204,A Robust and Extensible Tool for Data Integration Using Data Type Models.
2141039,An Object-Oriented Simulator for the Apiary.
2694757,CLSI: A Flexible Approximation Scheme from Clustered Term-Document Matrices.
2694754,Linking Heterogeneous Input Spaces with Pivots for Multi-Task Learning.
2694755,Feature Mining Paradigms for Scientific Data.
2694753,"Robust, Complete, and Efficient Correlation Clustering."
2694750,Nonnegative Principal Component Analysis for Proteomic Tumor Profiles.
2694751,Fast and Accurate Gene Prediction by Decision Tree Classification.
2141317,Modeling Status Theory in Trust Prediction.
2694758,Patterns of Cascading Behavior in Large Blog Graphs.
2141316,Person Identification Using Anthropometric and Gait Data from Kinect Sensor.
